aptNm,aptSeq,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd,sggCd,umdNm,useRRRight,gu_name,lawd_cd,housing_type,transaction_type,query_ym,source_api,offiNm,sggNm,houseType,totalFloorAr,mhouseNm,주소키,위도,경도,검색주소,카카오매칭주소,공식자치구,공식행정동,행정동코드,매핑상태,프로젝트자치구,프로젝트행정동,분석대상여부,공식지역,프로젝트지역
아트리뷰스,29110-339,2016,25.07~26.07,신규,8,7,2025,500,21.537,6,43,38,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|수기동|43|독립로226번길 17|00017|00000,35.1511524145655,126.909949291548,광주광역시 동구 수기동 43,전남광주통합특별시 동구 독립로226번길 17,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
충장고운라피네,29110-348,2017,25.08~26.08,신규,10,7,2025,"2,000",49.831,3,34,60,,,충장로58번길 14,,00014,00000,4277237,0,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|34|충장로58번길 14|00014|00000,35.1493869644374,126.913097129313,광주광역시 동구 충장로4가 34,전남광주통합특별시 동구 충장로58번길 14,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
무등산골드클래스,29110-355,2018,25.07~26.07,신규,14,7,2025,"7,004",39.9979,14,1103,15,,,학소로 109,0,00109,00000,3159017,0,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|소태동|1103|학소로 109|00109|00000,35.129424133719,126.931361516544,광주광역시 동구 소태동 1103,전남광주통합특별시 동구 학소로 109,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
영무파라드주상복합,29110-366,2019,25.07~26.07,신규,12,7,2025,500,21.3622,11,148-1,32,,,구성로194번길 15-10,,00015,00010,4277031,0,12210,12210,대인동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|대인동|148-1|구성로194번길 15-10|00015|00010,35.1522157841479,126.915762395587,광주광역시 동구 대인동 148-1,전남광주통합특별시 동구 구성로194번길 15-10,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
아트리뷰스,29110-339,2016,25.08~27.08,신규,10,7,2025,"5,700",21.537,5,43,0,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|수기동|43|독립로226번길 17|00017|00000,35.1511524145655,126.909949291548,광주광역시 동구 수기동 43,전남광주통합특별시 동구 독립로226번길 17,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
충장아트원,29110-325,2014,25.07~26.07,신규,11,7,2025,300,18,7,14,37,,,중앙로 179,0,00179,00000,3162073,9,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|14|중앙로 179|00179|00000,35.149946551823,126.914522764183,광주광역시 동구 충장로4가 14,전남광주통합특별시 동구 중앙로 179,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
무등산골드클래스,29110-355,2018,25.07~26.07,갱신,8,7,2025,"7,004",39.9979,13,1103,15,"7,004",14,학소로 109,0,00109,00000,3159017,0,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|소태동|1103|학소로 109|00109|00000,35.129424133719,126.931361516544,광주광역시 동구 소태동 1103,전남광주통합특별시 동구 학소로 109,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
무등산골드클래스2차,29110-377,2022,25.07~27.03,신규,10,7,2025,"7,200",39.1727,17,747,21,,,남문로 589,0,00589,00000,3159003,6,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|용산동|747|남문로 589|00589|00000,35.1239894153317,126.931305077941,광주광역시 동구 용산동 747,전남광주통합특별시 동구 남문로 589,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
충장고운라피네,29110-348,2017,25.08~26.08,신규,2,7,2025,"1,000",49.831,8,34,70,,,충장로58번길 14,,00014,00000,4277237,0,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|34|충장로58번길 14|00014|00000,35.1493869644374,126.913097129313,광주광역시 동구 충장로4가 34,전남광주통합특별시 동구 충장로58번길 14,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
영무파라드주상복합,29110-366,2019,25.05~27.05,신규,3,7,2025,"8,200",21.3622,13,148-1,0,,,구성로194번길 15-10,,00015,00010,4277031,0,12210,12210,대인동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|대인동|148-1|구성로194번길 15-10|00015|00010,35.1522157841479,126.915762395587,광주광역시 동구 대인동 148-1,전남광주통합특별시 동구 구성로194번길 15-10,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
SG빌리지,29110-354,2018,25.07~26.07,갱신,2,7,2025,300,28.7425,5,175-7,45,300,45,중앙로 313,0,00313,00000,3162073,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|175-7|중앙로 313|00313|00000,35.1597390351265,126.920231624532,광주광역시 동구 계림동 175-7,전남광주통합특별시 동구 중앙로 313,동구,계림1동,1221056000,성공,동구,계림1동,True,동구 계림1동,동구 계림1동
SG빌리지,29110-354,2018,25.07~26.07,갱신,2,7,2025,300,29.4889,7,175-7,45,300,45,중앙로 313,0,00313,00000,3162073,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|175-7|중앙로 313|00313|00000,35.1597390351265,126.920231624532,광주광역시 동구 계림동 175-7,전남광주통합특별시 동구 중앙로 313,동구,계림1동,1221056000,성공,동구,계림1동,True,동구 계림1동,동구 계림1동
한신,29140-148,2000,,,29,7,2025,"7,000",39.31,6,1053,0,,,풍암순환로 38,0,00038,00000,3160050,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|풍암동|1053|풍암순환로 38|00038|00000,35.1224028913085,126.875943648873,광주광역시 서구 풍암동 1053,전남광주통합특별시 서구 풍암순환로 38,서구,풍암동,1224083000,성공,서구,풍암동,True,서구 풍암동,서구 풍암동
동산,29140-133,1997,,,16,7,2025,"5,800",32.57,13,414,0,,,내방로418번길 11,0,00011,00000,4280095,1,12240,12240,농성동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|농성동|414|내방로418번길 11|00011|00000,35.1586421688809,126.886544696527,광주광역시 서구 농성동 414,전남광주통합특별시 서구 내방로418번길 11,서구,농성1동,1224065000,성공,서구,농성1동,True,서구 농성1동,서구 농성1동
상무리채2,29140-357,2014,25.07~26.07,신규,25,7,2025,500,20.7189,7,1258-5,40,,,시청로 13,0,00013,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1258-5|시청로 13|00013|00000,35.1496032148731,126.851130701034,광주광역시 서구 치평동 1258-5,전남광주통합특별시 서구 시청로 13,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
금호시영1단지,29140-109,1993,25.07~27.07,신규,3,7,2025,"1,000",49.86,9,741-1,40,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동
상무e-다움골드,29140-359,2014,25.07~26.07,신규,30,7,2025,300,23.3288,13,1259-4,42,,,시청로 7,0,00007,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1259-4|시청로 7|00007|00000,35.1490405392878,126.851313020322,광주광역시 서구 치평동 1259-4,전남광주통합특별시 서구 시청로 7,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
상무e-다움골드,29140-359,2014,25.08~26.08,신규,30,7,2025,300,17.1728,11,1259-4,37,,,시청로 7,0,00007,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1259-4|시청로 7|00007|00000,35.1490405392878,126.851313020322,광주광역시 서구 치평동 1259-4,전남광주통합특별시 서구 시청로 7,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
금호시영1단지,29140-109,1993,25.08~27.08,신규,21,7,2025,"4,000",49.86,10,741-1,29,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동
상무리채2,29140-357,2014,25.07~26.07,신규,29,7,2025,300,19.2869,10,1258-5,40,,,시청로 13,0,00013,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1258-5|시청로 13|00013|00000,35.1496032148731,126.851130701034,광주광역시 서구 치평동 1258-5,전남광주통합특별시 서구 시청로 13,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
주은모아,29140-130,2000,25.08~27.08,신규,23,7,2025,"4,000",59.28,1,1127,45,,,풍암2로 36,0,00036,00000,3160048,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|풍암동|1127|풍암2로 36|00036|00000,35.1238802449865,126.87998966123,광주광역시 서구 풍암동 1127,전남광주통합특별시 서구 풍암2로 36,서구,풍암동,1224083000,성공,서구,풍암동,True,서구 풍암동,서구 풍암동
상무리채2,29140-357,2014,25.07~26.07,신규,18,7,2025,300,19.2869,8,1258-5,40,,,시청로 13,0,00013,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1258-5|시청로 13|00013|00000,35.1496032148731,126.851130701034,광주광역시 서구 치평동 1258-5,전남광주통합특별시 서구 시청로 13,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
상무리채2,29140-357,2014,25.07~26.07,신규,12,7,2025,300,19.2869,10,1258-5,40,,,시청로 13,0,00013,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1258-5|시청로 13|00013|00000,35.1496032148731,126.851130701034,광주광역시 서구 치평동 1258-5,전남광주통합특별시 서구 시청로 13,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
농성동유탑유블레스,29140-335,2012,25.09~26.08,신규,31,7,2025,300,19.7906,12,112-1,36,,,경열로45번길 13,0,00013,00000,4280012,1,12240,12240,농성동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|농성동|112-1|경열로45번길 13|00013|00000,35.1522648956668,126.891494681592,광주광역시 서구 농성동 112-1,전남광주통합특별시 서구 경열로45번길 13,서구,농성1동,1224065000,성공,서구,농성1동,True,서구 농성1동,서구 농성1동
농성동유탑유블레스,29140-335,2012,25.08~26.02,신규,14,7,2025,300,19.7906,10,112-1,37,,,경열로45번길 13,0,00013,00000,4280012,1,12240,12240,농성동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|농성동|112-1|경열로45번길 13|00013|00000,35.1522648956668,126.891494681592,광주광역시 서구 농성동 112-1,전남광주통합특별시 서구 경열로45번길 13,서구,농성1동,1224065000,성공,서구,농성1동,True,서구 농성1동,서구 농성1동
금호시영1단지,29140-109,1993,25.07~27.07,신규,5,7,2025,"1,000",49.86,8,741-1,48,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동
상무e-다움골드,29140-359,2014,25.07~26.07,신규,31,7,2025,500,23.3288,4,1259-4,42,,,시청로 7,0,00007,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1259-4|시청로 7|00007|00000,35.1490405392878,126.851313020322,광주광역시 서구 치평동 1259-4,전남광주통합특별시 서구 시청로 7,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
금호2지구도개공1단지,29140-155,1998,25.09~27.09,신규,12,7,2025,"1,000",49.92,10,770,50,,,금화로115번길 12,0,00012,00000,4280062,1,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|금호동|770|금화로115번길 12|00012|00000,35.133549091566,126.861885001852,광주광역시 서구 금호동 770,전남광주통합특별시 서구 금화로115번길 12,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동
농성동유탑유블레스,29140-335,2012,25.07~26.07,신규,19,7,2025,300,19.7906,11,112-1,35,,,경열로45번길 13,0,00013,00000,4280012,1,12240,12240,농성동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|농성동|112-1|경열로45번길 13|00013|00000,35.1522648956668,126.891494681592,광주광역시 서구 농성동 112-1,전남광주통합특별시 서구 경열로45번길 13,서구,농성1동,1224065000,성공,서구,농성1동,True,서구 농성1동,서구 농성1동
상무지구리채시티,29140-353,2014,25.08~27.07,신규,19,7,2025,"5,700",20.0778,10,1218,0,,,시청로 71,0,00071,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1218|시청로 71|00071|00000,35.1549617813269,126.850896720391,광주광역시 서구 치평동 1218,전남광주통합특별시 서구 시청로 71,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
금호시영1단지,29140-109,1993,25.07~27.07,신규,19,7,2025,"2,000",49.86,10,741-1,47,,,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동
농성동유탑유블레스,29140-335,2012,25.08~26.08,신규,23,7,2025,300,19.7906,11,112-1,35,,,경열로45번길 13,0,00013,00000,4280012,1,12240,12240,농성동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|농성동|112-1|경열로45번길 13|00013|00000,35.1522648956668,126.891494681592,광주광역시 서구 농성동 112-1,전남광주통합특별시 서구 경열로45번길 13,서구,농성1동,1224065000,성공,서구,농성1동,True,서구 농성1동,서구 농성1동
상무지구리채시티,29140-353,2014,25.07~26.07,신규,26,7,2025,300,20.0778,15,1218,42,,,시청로 71,0,00071,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1218|시청로 71|00071|00000,35.1549617813269,126.850896720391,광주광역시 서구 치평동 1218,전남광주통합특별시 서구 시청로 71,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
우미광장,29140-132,2000,25.09~27.09,신규,30,7,2025,500,33.7075,6,1132,40,,,풍암순환로 183,0,00183,00000,3160050,1,12240,12240,풍암동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|풍암동|1132|풍암순환로 183|00183|00000,35.1267337333886,126.881127802708,광주광역시 서구 풍암동 1132,전남광주통합특별시 서구 풍암순환로 183,서구,풍암동,1224083000,성공,서구,풍암동,True,서구 풍암동,서구 풍암동
화정동영무예다음,29140-143,2003,25.09~27.08,신규,30,7,2025,"9,000",51.6878,13,1295,20,,,화운로23번길 7-31,0,00007,00031,4280509,1,12240,12240,화정동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|화정동|1295|화운로23번길 7-31|00007|00031,35.141465532038,126.884877231039,광주광역시 서구 화정동 1295,전남광주통합특별시 서구 화운로23번길 7-25,서구,화정2동,1224077000,성공,서구,화정2동,True,서구 화정2동,서구 화정2동
상무리채2,29140-357,2014,25.07~26.07,신규,5,7,2025,500,19.2869,13,1258-5,38,,,시청로 13,0,00013,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1258-5|시청로 13|00013|00000,35.1496032148731,126.851130701034,광주광역시 서구 치평동 1258-5,전남광주통합특별시 서구 시청로 13,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
농성동유탑유블레스,29140-335,2012,25.08~26.07,신규,11,7,2025,300,19.7906,11,112-1,37,,,경열로45번길 13,0,00013,00000,4280012,1,12240,12240,농성동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|농성동|112-1|경열로45번길 13|00013|00000,35.1522648956668,126.891494681592,광주광역시 서구 농성동 112-1,전남광주통합특별시 서구 경열로45번길 13,서구,농성1동,1224065000,성공,서구,농성1동,True,서구 농성1동,서구 농성1동
금호시영1단지,29140-109,1993,25.08~27.08,갱신,3,7,2025,"12,000",49.86,3,741-1,0,"12,000",,운천로 41,0,00041,00000,3160035,3,12240,12240,금호동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|금호동|741-1|운천로 41|00041|00000,35.1366226288309,126.85812356795,광주광역시 서구 금호동 741-1,전남광주통합특별시 서구 운천로 41,서구,금호1동,1224082100,성공,서구,금호1동,True,서구 금호1동,서구 금호1동
상무e-다움골드,29140-359,2014,25.07~25.12,신규,1,7,2025,500,23.3288,14,1259-4,42,,,시청로 7,0,00007,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1259-4|시청로 7|00007|00000,35.1490405392878,126.851313020322,광주광역시 서구 치평동 1259-4,전남광주통합특별시 서구 시청로 7,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
상무e-다움골드,29140-359,2014,25.07~26.07,신규,22,7,2025,500,23.3288,14,1259-4,40,,,시청로 7,0,00007,00000,3160029,1,12240,12240,치평동,,서구,12240,아파트,전월세,202507,아파트 전월세,,,,,,서구|치평동|1259-4|시청로 7|00007|00000,35.1490405392878,126.851313020322,광주광역시 서구 치평동 1259-4,전남광주통합특별시 서구 시청로 7,서구,치평동,1224074500,성공,서구,치평동,True,서구 치평동,서구 치평동
