aptNm,aptSeq,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,roadnm,roadnmbcd,roadnmbonbun,roadnmbubun,roadnmcd,roadnmseq,roadnmsggcd,sggCd,umdNm,useRRRight,gu_name,lawd_cd,housing_type,transaction_type,query_ym,source_api,offiNm,sggNm,houseType,totalFloorAr,mhouseNm,주소키,위도,경도,검색주소,카카오매칭주소,공식자치구,공식행정동,행정동코드,매핑상태,프로젝트자치구,프로젝트행정동,분석대상여부,공식지역,프로젝트지역
AM-City하이클래스,29110-324,2014,25.08~25.12,신규,25,7,2025,300,15.1697,6,154-1,40,,,금남로 185,0,00185,00000,3009019,1,12210,12210,금남로5가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|금남로5가|154-1|금남로 185|00185|00000,35.1517659240292,126.913725421103,광주광역시 동구 금남로5가 154-1,전남광주통합특별시 동구 금남로 185,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
아트리뷰스,29110-339,2016,25.08~27.08,신규,14,7,2025,"9,450",32.3909,3,43,0,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|수기동|43|독립로226번길 17|00017|00000,35.1511524145655,126.909949291548,광주광역시 동구 수기동 43,전남광주통합특별시 동구 독립로226번길 17,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
AM-City하이클래스,29110-324,2014,25.08~26.08,신규,27,7,2025,500,17.67,13,154-1,38,,,금남로 185,0,00185,00000,3009019,1,12210,12210,금남로5가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|금남로5가|154-1|금남로 185|00185|00000,35.1517659240292,126.913725421103,광주광역시 동구 금남로5가 154-1,전남광주통합특별시 동구 금남로 185,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.09~27.08,신규,16,7,2025,"14,000",47.1254,15,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
무등산골드클래스,29110-355,2018,25.07~26.07,신규,14,7,2025,"7,004",39.9979,14,1103,15,,,학소로 109,0,00109,00000,3159017,0,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|소태동|1103|학소로 109|00109|00000,35.129424133719,126.931361516544,광주광역시 동구 소태동 1103,전남광주통합특별시 동구 학소로 109,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
충장아트원,29110-325,2014,25.08~26.07,신규,18,7,2025,300,18,5,14,35,,,중앙로 179,0,00179,00000,3162073,9,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|14|중앙로 179|00179|00000,35.149946551823,126.914522764183,광주광역시 동구 충장로4가 14,전남광주통합특별시 동구 중앙로 179,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.09~27.09,신규,31,7,2025,"14,000",47.1254,20,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
계림아이파크에스케이뷰,29110-381,2022,25.08~27.08,갱신,11,7,2025,"18,500",39.911,15,1869,0,"18,500",,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,사용,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1869|필문대로 70|00070|00000,35.1617139713136,126.926004695904,광주광역시 동구 계림동 1869,전남광주통합특별시 동구 필문대로 70,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
계림아이파크에스케이뷰,29110-381,2022,25.07~27.07,갱신,17,7,2025,"19,300",39.911,4,1869,0,"19,300",,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1869|필문대로 70|00070|00000,35.1617139713136,126.926004695904,광주광역시 동구 계림동 1869,전남광주통합특별시 동구 필문대로 70,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.09~27.09,신규,30,7,2025,"14,000",47.1254,16,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,24,7,2025,"14,000",47.1254,7,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
영무파라드주상복합,29110-366,2019,25.07~26.07,신규,29,7,2025,500,21.3622,13,148-1,41,,,구성로194번길 15-10,,00015,00010,4277031,0,12210,12210,대인동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|대인동|148-1|구성로194번길 15-10|00015|00010,35.1522157841479,126.915762395587,광주광역시 동구 대인동 148-1,전남광주통합특별시 동구 구성로194번길 15-10,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
충장아트원,29110-325,2014,25.07~25.12,신규,20,7,2025,300,18,9,14,38,,,중앙로 179,0,00179,00000,3162073,9,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|14|중앙로 179|00179|00000,35.149946551823,126.914522764183,광주광역시 동구 충장로4가 14,전남광주통합특별시 동구 중앙로 179,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
아트리뷰스,29110-339,2016,25.08~27.08,신규,14,7,2025,"9,450",32.3909,3,43,0,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|수기동|43|독립로226번길 17|00017|00000,35.1511524145655,126.909949291548,광주광역시 동구 수기동 43,전남광주통합특별시 동구 독립로226번길 17,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
AM-City하이클래스,29110-324,2014,25.08~26.08,신규,25,7,2025,300,15.1697,11,154-1,35,,,금남로 185,0,00185,00000,3009019,1,12210,12210,금남로5가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|금남로5가|154-1|금남로 185|00185|00000,35.1517659240292,126.913725421103,광주광역시 동구 금남로5가 154-1,전남광주통합특별시 동구 금남로 185,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
진아하이빌1차,29110-61,1998,25.08~27.08,갱신,25,7,2025,"6,200",38.25,10,615-1,0,"5,900",,학소로 65,0,00065,00000,3159017,1,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|소태동|615-1|학소로 65|00065|00000,35.1256300498137,126.934175718646,광주광역시 동구 소태동 615-1,전남광주통합특별시 동구 학소로 65,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.09~27.09,신규,24,7,2025,"14,000",47.1254,7,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.09~27.09,신규,24,7,2025,"13,500",47.1254,2,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,21,7,2025,"14,000",47.1254,14,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,21,7,2025,"14,000",47.1254,14,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.07~27.07,신규,19,7,2025,"14,000",47.1254,17,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.07~27.07,신규,4,7,2025,"14,000",47.1254,15,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,15,7,2025,"14,000",47.1254,13,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,15,7,2025,"14,000",47.1254,13,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
고운하이츠(22-0),29110-301,2011,25.07~26.07,신규,18,7,2025,"1,000",29.817,9,22,40,,,천변우로 329-10,0,00329,00010,3009025,1,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|수기동|22|천변우로 329-10|00329|00010,35.1508234797879,126.909307097405,광주광역시 동구 수기동 22,전남광주통합특별시 동구 천변우로 329-10,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
계림아이파크에스케이뷰,29110-381,2022,25.07~27.07,갱신,18,7,2025,"19,800",39.911,15,1869,0,"19,800",,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1869|필문대로 70|00070|00000,35.1617139713136,126.926004695904,광주광역시 동구 계림동 1869,전남광주통합특별시 동구 필문대로 70,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
계림아이파크에스케이뷰,29110-381,2022,25.07~27.07,갱신,21,7,2025,"20,500",39.911,23,1869,0,"20,500",,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1869|필문대로 70|00070|00000,35.1617139713136,126.926004695904,광주광역시 동구 계림동 1869,전남광주통합특별시 동구 필문대로 70,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.07,신규,21,7,2025,"14,000",47.1254,17,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
충장아트원,29110-325,2014,25.07~26.07,신규,10,7,2025,300,17.94,12,14,37,,,중앙로 179,0,00179,00000,3162073,9,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|14|중앙로 179|00179|00000,35.149946551823,126.914522764183,광주광역시 동구 충장로4가 14,전남광주통합특별시 동구 중앙로 179,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
광주용산엘에이치1단지,29110-363,2019,25.06~27.07,갱신,18,7,2025,"2,579",29.48,5,669,7,"1,079",16,용산2로 20,0,00020,00000,3351937,0,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|용산동|669|용산2로 20|00020|00000,35.1178678529842,126.922158104439,광주광역시 동구 용산동 669,전남광주통합특별시 동구 용산2로 20,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
충장고운라피네,29110-348,2017,25.08~27.07,갱신,18,7,2025,"12,257",49.831,13,34,0,"11,900",,충장로58번길 14,,00014,00000,4277237,0,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|34|충장로58번길 14|00014|00000,35.1493869644374,126.913097129313,광주광역시 동구 충장로4가 34,전남광주통합특별시 동구 충장로58번길 14,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.09~27.09,신규,18,7,2025,"14,000",47.1254,12,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
두산위브2차,29110-352,2018,25.07~27.07,신규,18,7,2025,"15,300",39.862,7,1815,0,,,계림로30번길 15,0,00015,00000,4277025,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1815|계림로30번길 15|00015|00000,35.1573953979418,126.924575441957,광주광역시 동구 계림동 1815,전남광주통합특별시 동구 계림로30번길 15,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
무등산골드클래스2차,29110-377,2022,25.07~27.03,신규,16,7,2025,"5,200",39.1727,19,747,31,,,남문로 589,0,00589,00000,3159003,6,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|용산동|747|남문로 589|00589|00000,35.1239894153317,126.931305077941,광주광역시 동구 용산동 747,전남광주통합특별시 동구 남문로 589,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
동산,29110-16,1981,25.07~27.07,신규,8,7,2025,"1,000",55.62,4,315,45,,,밤실로 40-1,0,00040,00001,3162072,2,12210,12210,지산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|지산동|315|밤실로 40-1|00040|00001,35.1507603815352,126.937193554116,광주광역시 동구 지산동 315,전남광주통합특별시 동구 밤실로 36,동구,지산2동,1221063000,성공,동구,지산2동,True,동구 지산2동,동구 지산2동
아트리뷰스,29110-339,2016,25.07~26.07,신규,8,7,2025,500,21.537,6,43,38,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|수기동|43|독립로226번길 17|00017|00000,35.1511524145655,126.909949291548,광주광역시 동구 수기동 43,전남광주통합특별시 동구 독립로226번길 17,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
계림아이파크에스케이뷰,29110-381,2022,25.08~27.08,갱신,15,7,2025,"19,800",39.911,10,1869,0,"19,800",,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1869|필문대로 70|00070|00000,35.1617139713136,126.926004695904,광주광역시 동구 계림동 1869,전남광주통합특별시 동구 필문대로 70,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
충장고운라피네,29110-348,2017,25.08~26.08,신규,10,7,2025,"2,000",49.831,3,34,60,,,충장로58번길 14,,00014,00000,4277237,0,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|34|충장로58번길 14|00014|00000,35.1493869644374,126.913097129313,광주광역시 동구 충장로4가 34,전남광주통합특별시 동구 충장로58번길 14,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
무등산골드클래스,29110-355,2018,25.07~26.07,신규,14,7,2025,"7,004",39.9979,14,1103,15,,,학소로 109,0,00109,00000,3159017,0,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|소태동|1103|학소로 109|00109|00000,35.129424133719,126.931361516544,광주광역시 동구 소태동 1103,전남광주통합특별시 동구 학소로 109,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
영무파라드주상복합,29110-366,2019,25.07~26.07,신규,12,7,2025,500,21.3622,11,148-1,32,,,구성로194번길 15-10,,00015,00010,4277031,0,12210,12210,대인동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|대인동|148-1|구성로194번길 15-10|00015|00010,35.1522157841479,126.915762395587,광주광역시 동구 대인동 148-1,전남광주통합특별시 동구 구성로194번길 15-10,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
아트리뷰스,29110-339,2016,25.08~27.08,신규,10,7,2025,"5,700",21.537,5,43,0,,,독립로226번길 17,0,00017,00000,4277059,2,12210,12210,수기동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|수기동|43|독립로226번길 17|00017|00000,35.1511524145655,126.909949291548,광주광역시 동구 수기동 43,전남광주통합특별시 동구 독립로226번길 17,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
계림아이파크에스케이뷰,29110-381,2022,25.08~27.08,갱신,14,7,2025,"19,800",39.911,10,1869,0,"19,800",,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1869|필문대로 70|00070|00000,35.1617139713136,126.926004695904,광주광역시 동구 계림동 1869,전남광주통합특별시 동구 필문대로 70,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
충장아트원,29110-325,2014,25.07~26.07,신규,11,7,2025,300,18,7,14,37,,,중앙로 179,0,00179,00000,3162073,9,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|14|중앙로 179|00179|00000,35.149946551823,126.914522764183,광주광역시 동구 충장로4가 14,전남광주통합특별시 동구 중앙로 179,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
계림아이파크에스케이뷰,29110-381,2022,25.09~27.09,신규,11,7,2025,"20,500",39.911,22,1869,0,,,필문대로 70,0,00070,00000,2009007,0,12210,12210,계림동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|계림동|1869|필문대로 70|00070|00000,35.1617139713136,126.926004695904,광주광역시 동구 계림동 1869,전남광주통합특별시 동구 필문대로 70,동구,계림2동,1221057000,성공,,,False,동구 계림2동,
무등산골드클래스,29110-355,2018,25.07~26.07,갱신,8,7,2025,"7,004",39.9979,13,1103,15,"7,004",14,학소로 109,0,00109,00000,3159017,0,12210,12210,소태동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|소태동|1103|학소로 109|00109|00000,35.129424133719,126.931361516544,광주광역시 동구 소태동 1103,전남광주통합특별시 동구 학소로 109,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
무등산골드클래스2차,29110-377,2022,25.07~27.03,신규,10,7,2025,"7,200",39.1727,17,747,21,,,남문로 589,0,00589,00000,3159003,6,12210,12210,용산동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|용산동|747|남문로 589|00589|00000,35.1239894153317,126.931305077941,광주광역시 동구 용산동 747,전남광주통합특별시 동구 남문로 589,동구,지원1동,1221073000,성공,동구,지원1동,True,동구 지원1동,동구 지원1동
충장고운라피네,29110-348,2017,25.08~26.08,신규,2,7,2025,"1,000",49.831,8,34,70,,,충장로58번길 14,,00014,00000,4277237,0,12210,12210,충장로4가,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|충장로4가|34|충장로58번길 14|00014|00000,35.1493869644374,126.913097129313,광주광역시 동구 충장로4가 34,전남광주통합특별시 동구 충장로58번길 14,동구,충장동,1221052500,성공,동구,충장동,True,동구 충장동,동구 충장동
광주선교지구1차우방아이유쉘아파트,29110-383,2023,25.08~27.08,신규,7,7,2025,"14,000",47.1254,14,487,0,,,선교로 38-30,0,00038,00030,3159009,0,12210,12210,선교동,,동구,12210,아파트,전월세,202507,아파트 전월세,,,,,,동구|선교동|487|선교로 38-30|00038|00030,35.0891209088783,126.951413592846,광주광역시 동구 선교동 487,전남광주통합특별시 동구 선교로 38-30,동구,지원2동,1221074000,성공,,,False,동구 지원2동,
